,node, cf,filename,symptom
0,db_rt[1],9.798564323324568e-05,Wang/CaseB/Wang:DBCI_solr_rt[1].csv,solr_rt[1]
1,db_rt[1],9.798564323324566,Wang/CaseB/Wang:DBCI_solr_rt[1].csv,solr_rt[1]
2,es_rt[1],9.334589302016466,Wang/CaseB/Wang:DBCI_solr_rt[1].csv,solr_rt[1]
3,login_rt[1],10.441997391363984,Wang/CaseB/Wang:DBCI_solr_rt[1].csv,solr_rt[1]
4,odr_qt[1],14.580671349356013,Wang/CaseB/Wang:DBCI_solr_rt[1].csv,solr_rt[1]
5,odr_qt[1],11.96763935953989,Wang/CaseB/Wang:DBCI_login_rt[1].csv,login_rt[1]
6,db_rt[1],9.798564323324566,Wang/CaseB/Wang:DBCI_login_rt[1].csv,login_rt[1]
7,db_rt[1],9.798564323324568e-05,Wang/CaseB/Wang:DBCI_wcs_rt[1].csv,wcs_rt[1]
8,db_rt[1],9.798564323324566,Wang/CaseB/Wang:DBCI_wcs_rt[1].csv,wcs_rt[1]
9,odr_qt[1],14.580671349356013,Wang/CaseB/Wang:DBCI_wcs_rt[1].csv,wcs_rt[1]
10,odr_qt[1],11.96763935953989,Wang/CaseB/Wang:DBCI_es_rt[1].csv,es_rt[1]
11,db_rt[1],9.798564323324566,Wang/CaseB/Wang:DBCI_es_rt[1].csv,es_rt[1]
12,login_rt[1],10.441997391363984,Wang/CaseB/Wang:DBCI_es_rt[1].csv,es_rt[1]
13,db_rt[1],9.798564323324566,Wang/CaseB/Wang:DBCI_db_rt[1].csv,db_rt[1]
14,db_rt[1],9.798564323324566,Wang/CaseB/Wang:DBCI_odr_qt[1].csv,odr_qt[1]
15,db_rt[1],9.798564323324566,Wang/CaseB/Wang:DBCI_odr_qt[1].csv,odr_qt[1]
16,db_rt[1],9.798564323324566,Wang/CaseB/Wang:DBCI_odr_qt[1].csv,odr_qt[1]
17,db_rt[1],9.798564323324566,Wang/CaseB/Wang:DBCI_odr_qt[1].csv,odr_qt[1]
